order_id;seller_id;buyer_id;kodepos;subtotal;discount;total;created_at;paid_at;delivery_at
10092;12;6337;74041;32000;0;32000;2019-11-15;2019-11-16;2019-11-23
10096;13;1208;66550;1379000;0;1379000;2019-09-15;2019-09-21;2019-09-23
10099;18;320;87759;637000;0;637000;2019-12-14;2019-12-26;2019-12-30
10103;12;9786;93590;700000;0;700000;2019-09-17;2019-09-30;2019-10-02
10113;37;16510;09917;6120000;0;6120000;2019-12-14;2019-12-23;2019-12-29
10117;16;11027;34403;90000;0;90000;2019-07-19;2019-07-22;2019-07-30
10118;6;1508;73281;660000;0;660000;2019-08-16;2019-08-27;2019-09-07
10122;37;8943;61785;1980000;0;1980000;2019-09-27;2019-10-04;2019-10-10
10136;44;15463;50932;1333000;0;1333000;2019-05-11;2019-05-23;2019-06-04
10150;22;16883;09807;828000;0;828000;2019-08-11;2019-08-12;2019-08-23
10163;61;14722;92750;1096000;0;1096000;2019-12-07;2019-12-09;2019-12-18
10164;48;3081;97089;342000;0;342000;2019-03-08;2019-03-14;2019-03-20
10173;4;11239;57457;2250000;427500;1822500;2019-11-24;2019-11-28;2019-11-30
10183;52;12373;07630;112000;0;112000;2019-08-05;2019-08-11;2019-08-21
10187;16;2571;37929;1105000;0;1105000;2020-01-14;2020-01-25;2020-02-05
10198;23;10221;82923;5769000;0;5769000;2020-05-29;2020-06-09;2020-06-19
10220;40;13574;15862;1044000;0;1044000;2020-01-02;2020-01-08;2020-01-20
10221;63;3622;44205;4903000;0;4903000;2020-05-30;2020-06-06;2020-06-06
10231;51;2330;53957;5687000;576000;5111000;2020-05-04;NA;NA
10243;21;7640;99633;2272000;0;2272000;2019-05-05;2019-05-16;2019-05-27
10250;50;1942;70788;132000;0;132000;2019-05-06;2019-05-15;2019-05-26
10254;50;272;95710;5211000;0;5211000;2020-05-21;2020-05-24;2020-05-25
10260;1;5732;58226;4178000;0;4178000;2020-03-22;2020-03-27;2020-04-05
10262;22;10564;77739;155000;0;155000;2019-12-18;2019-12-20;2019-12-29
10279;4;5990;74535;520000;78000;442000;2019-11-29;2019-11-30;2019-12-04
10289;23;4541;89168;5676000;0;5676000;2019-11-10;2019-11-22;2019-12-01
10298;22;10632;10459;3510000;0;3510000;2019-06-02;2019-06-09;2019-06-21
10300;43;17803;43535;1460000;0;1460000;2020-04-21;2020-05-04;2020-05-16
10310;68;12159;72479;4080000;0;4080000;2019-06-27;2019-07-07;2019-07-21
10313;32;10150;85019;497000;0;497000;2020-04-14;2020-04-22;2020-05-03
10337;57;8005;07360;492000;0;492000;2019-12-17;2019-12-30;2020-01-07
10342;25;6112;08456;2896000;0;2896000;2020-04-24;2020-05-04;2020-05-13
10357;36;8408;71055;2759000;0;2759000;2019-12-01;NA;NA
10360;5;14845;22736;1134000;0;1134000;2019-12-25;2019-12-28;2020-01-06
10370;47;872;13022;2892000;0;2892000;2019-12-06;2019-12-11;2019-12-23
10371;64;17808;92036;6896000;0;6896000;2020-05-30;2020-06-08;2020-06-14
10373;40;2264;67940;1784000;0;1784000;2020-02-26;2020-03-02;2020-03-07
10388;36;17628;06362;6800000;0;6800000;2020-04-02;2020-04-06;2020-04-07
10399;40;188;12314;2080000;0;2080000;2019-05-20;2019-05-21;2019-05-26
10400;18;13489;45436;5762000;0;5762000;2020-05-07;2020-05-17;NA
10413;66;1462;53214;690000;0;690000;2020-01-25;2020-01-29;2020-02-05
10416;57;3940;18453;63000;0;63000;2020-05-27;2020-06-01;2020-06-03
10421;35;5162;27224;1584000;0;1584000;2019-11-04;2019-11-09;2019-11-15
10422;42;4863;86199;216000;0;216000;2019-08-31;2019-09-02;2019-09-10
10439;34;4168;36384;180000;0;180000;2020-05-27;2020-06-03;2020-06-14
10444;42;1604;82457;296000;0;296000;2020-02-06;2020-02-07;2020-02-08
10469;12;9365;75005;1320000;0;1320000;2019-12-20;2019-12-28;2020-01-08
10470;66;13021;45215;8270000;112200;8157800;2020-03-26;2020-04-08;2020-04-13
10471;20;6988;68356;480000;0;480000;2019-10-10;2019-10-24;2019-10-30
10476;54;1321;98914;976000;0;976000;2020-04-16;2020-04-24;2020-05-01
10502;43;11408;79980;210000;0;210000;2019-09-11;2019-09-17;2019-09-22
10505;28;7441;23458;1548000;0;1548000;2019-10-26;2019-10-31;2019-10-31
10515;35;6955;98818;330000;0;330000;2019-12-07;2019-12-10;2019-12-17
10516;21;1338;26032;1676000;0;1676000;2020-03-28;2020-04-08;2020-04-17
10520;43;13673;03638;905000;0;905000;2019-12-15;2019-12-29;NA
10521;30;7555;37947;768000;0;768000;2019-04-04;2019-04-08;2019-04-16
10525;13;11730;79382;463000;0;463000;2019-10-27;2019-11-09;2019-11-10
10526;56;14746;24034;442000;0;442000;2019-10-23;2019-10-28;2019-11-02
10539;68;5641;85370;310000;0;310000;2019-10-11;2019-10-12;2019-10-26
10547;2;14740;68967;866000;130500;735500;2020-04-23;2020-05-07;2020-05-17
10554;53;9698;99242;499000;0;499000;2020-05-04;2020-05-09;2020-05-21
10564;30;14008;95583;374000;0;374000;2019-10-29;2019-11-02;2019-11-03
10568;47;1969;98752;270000;0;270000;2019-12-11;2019-12-14;2019-12-22
10571;15;2370;61347;2204000;0;2204000;2020-02-14;NA;NA
10577;47;14268;24562;12768000;0;12768000;2020-04-12;2020-04-26;2020-04-30
10582;6;12187;50395;10514000;0;10514000;2020-01-19;2020-01-21;2020-01-26
10595;14;10569;16670;2750000;0;2750000;2020-02-24;2020-03-03;2020-03-12
10612;38;15805;74027;154000;0;154000;2019-04-19;2019-05-02;2019-05-02
10640;45;6122;39042;738000;0;738000;2020-05-09;2020-05-17;2020-05-21
10644;17;3293;55206;540000;0;540000;2019-11-12;NA;NA
10648;56;8416;62800;1350000;0;1350000;2020-01-09;2020-01-13;2020-01-21
10657;65;13380;61950;2006000;0;2006000;2019-12-21;2019-12-25;2020-01-04
10668;68;10779;92473;2092000;0;2092000;2019-12-27;2020-01-02;2020-01-05
10669;27;16430;97994;81000;0;81000;2020-01-09;2020-01-22;2020-02-02
10670;65;1752;75252;42000;0;42000;2019-04-13;2019-04-19;2019-04-19
10672;36;15384;34597;922000;0;922000;2019-12-06;2019-12-16;2019-12-26
10674;32;8191;38196;640000;0;640000;2019-11-06;2019-11-15;2019-11-24
10684;8;16683;60337;3127000;0;3127000;2020-04-08;2020-04-13;2020-04-21
10685;34;11535;38881;2598000;19200;2578800;2020-02-01;2020-02-08;2020-02-22
10690;13;952;65130;216000;0;216000;2020-05-27;2020-06-01;2020-06-01
10694;21;13338;09647;684000;0;684000;2019-10-20;2019-11-03;NA
10697;38;12473;11404;168000;0;168000;2020-02-27;NA;NA
10702;57;5632;39564;36000;0;36000;2019-08-10;2019-08-14;2019-08-21
10711;64;14114;29591;658000;0;658000;2020-03-09;2020-03-14;2020-03-16
10712;41;12029;65990;666000;0;666000;2020-04-27;2020-05-04;2020-05-18
10721;46;10661;00980;18000;0;18000;2019-03-13;2019-03-17;2019-03-23
10723;42;4309;79711;390000;0;390000;2019-06-24;2019-07-06;2019-07-12
10727;7;4289;87516;451000;0;451000;2019-12-26;2020-01-04;2020-01-18
10729;65;2065;24465;266000;0;266000;2020-01-21;2020-01-29;2020-02-07
10736;33;16731;52721;779000;0;779000;2019-08-18;2019-08-30;2019-09-09
10743;58;6934;54170;2947000;0;2947000;2020-03-16;2020-03-29;2020-04-06
10744;3;12016;82908;264000;0;264000;2019-10-15;2019-10-29;2019-11-02
10746;1;541;94741;315000;0;315000;2019-11-17;2019-11-29;2019-12-03
10748;14;3053;67288;156000;0;156000;2019-09-08;2019-09-13;2019-09-20
10753;40;11302;55582;8265000;0;8265000;2020-04-23;2020-04-24;2020-05-03
10756;33;11052;79175;7100000;0;7100000;2020-04-30;2020-05-04;2020-05-08
10763;30;6274;56409;18476000;999400;17476600;2020-05-31;2020-06-12;2020-06-24
10769;48;522;78193;404000;0;404000;2019-09-27;2019-10-08;2019-10-14
10786;50;308;36834;5769000;0;5769000;2020-05-02;2020-05-07;2020-05-10
10791;41;13720;20957;6355000;0;6355000;2020-04-16;2020-04-29;2020-05-06
10792;43;4267;58789;4071000;0;4071000;2020-05-25;2020-06-04;2020-06-04
10795;63;13704;68108;5469000;0;5469000;2019-11-12;NA;NA
10797;13;7319;45932;4052000;0;4052000;2020-05-17;2020-05-28;2020-06-08
10798;69;4437;28058;162000;0;162000;2019-11-18;2019-11-26;2019-12-05
10807;69;10005;15550;104000;0;104000;2019-09-08;2019-09-19;2019-09-27
10811;15;7413;88317;648000;0;648000;2020-03-05;2020-03-11;2020-03-17
10820;67;9411;50223;152000;0;152000;2020-04-08;2020-04-20;2020-04-26
10827;3;8761;10335;5567000;37800;5529200;2020-01-29;2020-01-31;2020-02-14
10834;36;3235;85104;1031000;0;1031000;2020-04-30;2020-05-05;2020-05-06
10838;40;16997;74923;2603000;0;2603000;2020-04-15;2020-04-20;2020-04-25
10841;44;16412;78779;48000;0;48000;2020-02-03;2020-02-14;2020-02-24
10846;51;4821;26005;3625000;0;3625000;2019-12-10;2019-12-12;2019-12-13
10857;37;10494;24024;448000;0;448000;2020-03-11;2020-03-15;2020-03-15
10875;8;9314;90424;1038000;0;1038000;2020-01-30;2020-01-31;2020-02-08
10884;66;14399;34453;1174000;0;1174000;2020-03-23;2020-03-26;2020-04-01
10895;8;17896;59979;1393000;0;1393000;2020-02-20;2020-03-05;2020-03-06
10904;41;16381;34004;157000;7400;149600;2019-11-04;2019-11-12;2019-11-19
10908;48;17624;20127;2094000;0;2094000;2020-05-30;2020-06-07;2020-06-09
10916;14;4019;34057;3383000;0;3383000;2019-07-04;2019-07-09;2019-07-16
10921;7;5571;50639;330000;0;330000;2020-01-16;2020-01-18;2020-01-28
10932;23;397;18289;438000;0;438000;2020-03-27;2020-03-29;2020-04-05
10971;39;10600;59598;306000;0;306000;2019-10-26;2019-11-07;2019-11-10
10972;43;6543;35824;1461000;0;1461000;2020-05-03;NA;NA
10982;7;4184;86137;403000;0;403000;2020-05-25;2020-05-29;2020-06-08
10985;7;7177;49946;403000;0;403000;2019-09-16;2019-09-19;2019-09-24
10999;34;15149;24689;112000;0;112000;2019-10-02;2019-10-03;2019-10-14
11000;50;5191;33177;200000;0;200000;2019-08-21;2019-08-22;2019-08-23
11001;1;1294;34176;269000;0;269000;2019-12-16;2019-12-17;2019-12-24
11022;26;13831;02323;63000;0;63000;2019-12-16;2019-12-24;2020-01-02
11023;37;13312;34703;2275000;120000;2155000;2020-03-22;2020-03-31;2020-04-11
11034;65;8739;15885;4722000;0;4722000;2020-04-19;2020-04-25;2020-05-02
11036;3;10595;25559;9000;0;9000;2019-08-19;2019-08-22;2019-08-31
11039;48;11121;52788;2628000;0;2628000;2020-05-28;2020-06-05;2020-06-12
11043;2;11683;51673;320000;0;320000;2019-05-06;2019-05-20;2019-05-21
11056;57;10959;25400;6873000;0;6873000;2020-04-16;2020-04-18;2020-04-22
11057;1;602;00716;85000;0;85000;2019-10-25;2019-11-07;2019-11-21
11058;49;3703;99928;2918000;0;2918000;2020-05-17;2020-05-30;2020-06-10
11063;26;814;42455;7085000;10800;7074200;2020-05-18;2020-05-20;2020-05-25
11072;20;11613;92904;70000;0;70000;2019-10-24;2019-10-26;2019-11-01
11073;65;7367;28486;6628000;210000;6418000;2020-03-31;2020-04-06;2020-04-16
11081;60;14013;90689;4176000;0;4176000;2019-05-21;2019-05-26;2019-06-04
11083;16;3354;15826;228000;0;228000;2019-07-01;2019-07-03;2019-07-11
11084;20;6117;48426;768000;100800;667200;2019-11-17;2019-11-27;2019-11-27
11086;65;6136;29161;6368000;0;6368000;2020-03-02;2020-03-15;2020-03-29
11094;25;5965;42126;7420000;0;7420000;2020-01-01;2020-01-04;2020-01-06
11101;17;9240;05994;386000;0;386000;2020-03-13;2020-03-27;2020-04-05
11107;3;12917;36798;802000;0;802000;2019-11-03;2019-11-07;NA
11112;58;11430;77145;2258000;0;2258000;2020-04-27;2020-04-29;2020-05-06
11120;59;13307;92191;432000;0;432000;2019-12-21;2019-12-31;2020-01-01
11121;46;10108;73474;1376000;0;1376000;2019-11-28;2019-12-03;2019-12-06
11132;30;2984;43173;8799000;0;8799000;2019-09-29;2019-10-02;2019-10-06
11136;28;15611;42158;207000;0;207000;2019-03-01;2019-03-03;NA
11137;13;14678;64806;100000;0;100000;2019-10-23;2019-10-27;2019-11-01
11142;64;3687;36567;144000;0;144000;2019-07-25;2019-07-28;2019-07-31
11156;60;7443;70886;182000;0;182000;2019-08-26;2019-09-05;2019-09-11
11170;47;8416;56448;284000;0;284000;2020-02-29;2020-03-07;NA
11176;28;17340;77414;560000;0;560000;2019-04-09;2019-04-11;2019-04-25
11180;18;6152;17734;850000;0;850000;2019-09-15;2019-09-18;2019-09-26
11184;42;3583;04409;6164000;0;6164000;2020-04-05;2020-04-06;2020-04-20
11187;22;7701;00068;928000;0;928000;2019-11-09;2019-11-20;2019-11-27
11189;21;7193;33780;1475000;0;1475000;2020-01-07;2020-01-10;2020-01-16
11195;58;6719;32477;30000;0;30000;2020-05-21;2020-05-31;2020-06-11
11196;69;12107;90544;882000;0;882000;2019-10-26;2019-10-29;2019-11-03
11198;38;12591;70611;1126000;0;1126000;2020-05-23;2020-05-28;2020-06-04
11201;54;15432;62374;2043000;41250;2001750;2020-04-27;2020-05-09;2020-05-18
11203;34;9729;06211;3549000;0;3549000;2020-04-10;2020-04-24;2020-05-05
11207;66;3699;05403;136000;0;136000;2019-08-31;2019-09-01;2019-09-12
11222;63;4420;44454;1060000;0;1060000;2020-05-16;2020-05-20;2020-05-31
11227;52;1049;61254;2646000;0;2646000;2020-03-20;2020-03-26;2020-04-03
11239;4;8393;64223;11409000;0;11409000;2020-05-29;2020-06-07;NA
11245;7;7085;87744;462000;0;462000;2020-03-11;2020-03-21;2020-04-01
11252;12;17311;26853;819000;0;819000;2020-04-18;2020-04-20;2020-04-26
11255;42;15529;57019;735000;0;735000;2019-10-31;2019-11-09;2019-11-15
11290;41;4961;26430;3234000;0;3234000;2019-08-18;2019-08-23;2019-08-27
11291;6;5809;43946;120000;0;120000;2019-08-12;2019-08-23;2019-08-31
11295;68;5947;27686;78000;0;78000;2019-11-22;2019-11-30;2019-12-11
11300;49;15703;09299;456000;0;456000;2019-12-24;2019-12-26;2020-01-07
11303;68;1977;05120;2274000;0;2274000;2019-12-08;2019-12-15;2019-12-20
11319;4;13064;09372;735000;0;735000;2019-09-12;2019-09-25;2019-10-04
11328;45;10776;78266;72000;0;72000;2019-10-26;2019-10-31;2019-11-04
11333;50;6385;09707;170000;0;170000;2019-11-07;2019-11-19;NA
11345;37;2818;55555;4867000;0;4867000;2020-05-08;2020-05-09;2020-05-21
11348;19;12543;30485;3060000;0;3060000;2019-11-03;2019-11-12;2019-11-20
11353;45;16975;49593;2260000;0;2260000;2020-02-07;2020-02-15;2020-02-18
11364;48;11582;02904;660000;0;660000;2019-11-21;2019-11-22;2019-11-27
11365;64;4780;31666;634000;0;634000;2020-02-24;2020-03-04;2020-03-05
11371;56;12030;45001;435000;0;435000;2020-05-22;2020-05-24;2020-05-27
11395;52;14194;56449;2128000;0;2128000;2019-11-09;NA;NA
11398;14;16115;70775;2170000;0;2170000;2020-05-11;2020-05-24;2020-05-29
11412;21;15641;56059;851000;0;851000;2020-01-13;2020-01-22;2020-02-02
11428;39;2817;33639;208000;0;208000;2019-11-14;2019-11-24;2019-12-06
11444;1;11120;69774;4868000;0;4868000;2019-08-26;2019-08-31;2019-09-02
11450;4;14381;10265;1116000;0;1116000;2019-12-30;2020-01-01;2020-01-05
11451;31;9470;88351;480000;0;480000;2020-01-20;2020-02-03;2020-02-08
11452;30;13982;65245;1689000;0;1689000;2020-05-19;2020-05-28;2020-06-06
11455;23;10594;44415;90000;0;90000;2019-08-01;2019-08-06;2019-08-12
11458;10;13256;47095;204000;0;204000;2019-08-04;2019-08-11;2019-08-11
11461;68;12099;68134;342000;0;342000;2020-03-19;2020-03-23;2020-03-24
11468;31;9655;33918;6680000;0;6680000;2020-03-15;2020-03-22;2020-03-28
11490;26;4344;34318;2465000;0;2465000;2019-11-11;2019-11-16;2019-11-19
11492;67;1562;45047;9855000;0;9855000;2020-04-27;2020-05-04;2020-05-13
11495;57;11845;24809;26272000;0;26272000;2019-10-06;2019-10-13;2019-10-16
11500;44;5101;18976;252000;0;252000;2020-05-18;2020-05-22;2020-06-03
11507;53;6961;54577;66000;0;66000;2019-11-15;2019-11-18;2019-11-29
11516;33;8901;54814;7063000;0;7063000;2020-05-29;2020-06-10;2020-06-12
11523;24;14092;07025;6248000;0;6248000;2020-04-15;2020-04-27;2020-04-29
11524;28;13914;32496;336000;0;336000;2020-02-24;NA;NA
11525;39;7609;49871;153000;0;153000;2019-11-17;2019-11-18;2019-11-21
11526;37;4478;92910;9148000;0;9148000;2020-05-17;2020-05-29;2020-06-07
11535;28;14711;85555;400000;0;400000;2019-10-15;2019-10-27;2019-11-07
11539;31;13722;13689;1300000;0;1300000;2019-07-27;2019-07-29;2019-07-31
11542;24;5819;75082;544000;0;544000;2020-05-14;2020-05-20;2020-05-20
11545;43;14140;61464;767000;61050;705950;2020-01-17;2020-01-28;2020-02-09
11546;10;5867;97804;829000;103400;725600;2020-04-08;2020-04-16;2020-04-16
11547;19;10796;50148;2032000;8400;2023600;2020-02-17;2020-02-20;2020-02-21
11548;66;5367;98438;714000;0;714000;2019-05-02;2019-05-13;2019-05-27
11571;14;17063;58315;2439000;0;2439000;2020-02-10;2020-02-14;2020-02-26
11572;45;9649;74549;4068000;0;4068000;2020-05-11;2020-05-24;NA
11573;43;12439;34449;4776000;0;4776000;2020-05-14;NA;NA
11584;26;8731;13631;144000;0;144000;2020-01-12;2020-01-19;2020-01-28
11587;28;7304;02522;207000;0;207000;2019-09-24;2019-09-30;2019-10-03
11593;21;15719;81758;6197000;0;6197000;2020-02-07;2020-02-18;2020-02-19
11601;61;373;46727;6808000;320000;6488000;2020-03-27;2020-03-30;2020-04-07
11603;69;520;05069;1240000;0;1240000;2019-12-13;2019-12-23;2020-01-02
11611;39;7136;77449;532000;0;532000;2020-04-28;2020-05-06;2020-05-10
11624;38;3072;86950;1180000;24600;1155400;2019-12-31;2020-01-03;2020-01-06
11630;15;13496;57813;1014000;0;1014000;2019-11-19;2019-11-23;2019-11-30
11631;46;8176;06108;4552000;100750;4451250;2019-12-29;2020-01-10;2020-01-16
11633;13;15392;07803;4430000;0;4430000;2019-07-29;2019-08-04;2019-08-16
11637;7;11098;45121;4134000;0;4134000;2020-01-06;2020-01-07;2020-01-09
11640;68;10013;53959;312000;0;312000;2019-09-22;2019-09-25;NA
11645;61;13257;78139;36000;0;36000;2019-10-30;2019-10-31;2019-11-09
11651;7;6738;92765;1364000;0;1364000;2020-03-12;2020-03-17;2020-03-20
11662;65;6718;81811;2080000;0;2080000;2019-11-15;2019-11-22;2019-11-30
11683;9;6391;87955;652000;17500;634500;2020-04-21;2020-05-04;2020-05-08
11687;58;17144;94945;2860000;0;2860000;2020-04-23;2020-05-07;2020-05-16
11694;11;6172;48839;132000;0;132000;2019-07-30;2019-08-02;2019-08-12
11697;11;2013;60481;532000;0;532000;2019-12-10;2019-12-23;2020-01-04
11721;57;15020;75865;2076000;0;2076000;2019-12-29;2020-01-07;2020-01-21
11723;52;357;56924;30000;0;30000;2019-09-30;2019-10-07;2019-10-19
11733;41;11210;15282;34000;0;34000;2020-02-23;2020-03-06;2020-03-12
11734;69;1066;22612;1410000;0;1410000;2020-02-03;2020-02-13;2020-02-25
11735;38;9992;93249;3372000;0;3372000;2019-12-25;2019-12-26;2020-01-05
11748;44;4612;66248;2214000;0;2214000;2019-09-27;2019-10-03;2019-10-07
11751;47;4286;11936;170000;0;170000;2019-09-11;2019-09-21;2019-09-22
11765;61;16661;73479;1928000;0;1928000;2020-03-01;2020-03-07;2020-03-19
11785;65;9324;38113;1072000;0;1072000;2020-03-08;2020-03-17;2020-03-21
11793;2;6559;64158;1848000;0;1848000;2020-01-23;2020-01-25;2020-01-31
11795;35;1575;52710;32000;6400;25600;2019-09-09;2019-09-14;2019-09-21
11801;61;8049;10476;1200000;0;1200000;2019-07-31;2019-08-03;2019-08-08
11817;34;11477;86659;585000;0;585000;2020-05-27;2020-06-10;NA
11821;60;8729;40061;5063000;0;5063000;2020-04-18;2020-04-21;2020-04-24
11824;25;17747;55210;1044000;0;1044000;2019-09-24;2019-10-04;2019-10-14
11837;8;3501;20581;1040000;0;1040000;2019-10-13;2019-10-14;2019-10-24
11838;14;17726;46392;1500000;0;1500000;2019-09-14;2019-09-19;2019-09-28
11841;69;7695;60447;810000;0;810000;2020-03-15;2020-03-27;2020-03-28
11851;10;3209;92347;2067000;0;2067000;2020-02-11;2020-02-20;2020-02-22
11854;16;2686;32692;805000;40950;764050;2019-10-22;2019-10-25;2019-11-02
11859;18;8740;08894;2624000;0;2624000;2020-01-11;2020-01-17;2020-01-20
11865;50;5242;25601;1891000;0;1891000;2019-12-13;2019-12-18;2019-12-18
11869;60;15005;30835;1136000;0;1136000;2020-02-29;2020-03-14;2020-03-28
11883;55;402;52083;2769000;0;2769000;2019-10-16;2019-10-25;2019-10-25
11884;11;10608;95654;275000;0;275000;2019-10-01;2019-10-07;2019-10-07
11885;34;10307;87782;6144000;0;6144000;2019-10-17;2019-10-20;2019-10-24
11899;3;12007;34649;291000;0;291000;2020-05-19;2020-05-21;2020-05-29
11900;65;9428;49910;804000;29700;774300;2020-03-12;2020-03-19;2020-03-26
11903;24;15674;66775;3831000;0;3831000;2020-02-14;NA;NA
11906;1;11393;02092;621000;0;621000;2020-02-11;NA;NA
11910;48;3005;48445;4339000;0;4339000;2019-09-19;2019-10-01;2019-10-11
11917;25;1840;80899;2600000;0;2600000;2020-02-28;2020-03-07;2020-03-17
11924;22;13536;86324;1369000;0;1369000;2020-05-17;2020-05-27;2020-05-29
11931;18;16349;53232;32000;0;32000;2020-03-24;2020-04-07;2020-04-16
11936;1;166;73771;6661000;0;6661000;2019-09-25;2019-10-05;NA
11939;19;9030;15867;1392000;0;1392000;2020-05-29;2020-06-04;2020-06-05
11943;46;3088;40562;987000;0;987000;2019-12-19;2020-01-01;2020-01-01
11951;20;5118;56174;445000;0;445000;2020-03-05;NA;NA
11952;64;9733;61487;3962000;0;3962000;2019-12-21;2019-12-23;2019-12-23
11954;35;13825;04212;396000;0;396000;2020-02-21;NA;NA
11960;60;15880;66610;5504000;0;5504000;2019-12-24;2020-01-05;2020-01-10
11989;42;10522;48276;1440000;0;1440000;2019-12-18;2019-12-29;2019-12-30
11992;28;9869;19276;1344000;0;1344000;2019-07-30;2019-08-05;2019-08-17
11998;4;9296;31375;990000;0;990000;2019-11-25;2019-12-05;2019-12-10
12001;18;17760;43885;3753000;0;3753000;2020-02-22;2020-03-02;2020-03-03
12004;23;6888;25506;156000;0;156000;2019-09-24;2019-09-25;2019-09-28
12009;50;5212;00993;4152000;0;4152000;2020-04-17;2020-04-21;2020-05-01
12012;10;14537;63033;1408000;0;1408000;2020-03-09;2020-03-21;2020-03-23
12015;46;709;92117;518000;0;518000;2019-07-09;2019-07-19;2019-07-21
12027;23;10242;00461;1149000;0;1149000;2020-05-19;2020-05-31;2020-06-01
12036;16;12207;51976;5779000;0;5779000;2019-11-24;2019-11-25;2019-12-09
12037;63;4236;03275;1110000;0;1110000;2019-10-14;2019-10-22;2019-10-26
12043;48;16745;33136;1536000;0;1536000;2020-04-26;2020-04-29;2020-05-02
12052;33;1051;34079;1482000;0;1482000;2020-02-28;2020-03-09;2020-03-15
12055;30;7092;06841;9200000;0;9200000;2019-04-29;2019-05-02;NA
12057;52;4343;78317;10000;0;10000;2020-01-15;2020-01-29;NA
12060;38;14151;28486;304000;0;304000;2019-12-27;2020-01-06;2020-01-17
12081;52;16281;02539;114000;0;114000;2019-12-28;2020-01-03;2020-01-07
12098;48;11820;80575;1566000;0;1566000;2019-06-04;2019-06-06;NA
12102;14;14834;31261;32000;0;32000;2019-08-09;NA;NA
12111;14;8636;73098;1910000;0;1910000;2020-03-29;2020-03-31;2020-04-02
12113;27;13872;62947;76000;0;76000;2020-05-22;2020-05-25;2020-06-01
12118;66;11196;83603;1455000;0;1455000;2019-06-25;2019-07-08;2019-07-11
12120;53;6506;95634;1483000;0;1483000;2019-12-31;2020-01-06;2020-01-08
12122;42;12282;33283;408000;0;408000;2020-03-04;2020-03-17;2020-03-24
12136;22;5187;73337;2220000;0;2220000;2019-12-05;2019-12-10;2019-12-12
12137;58;11002;44566;516000;0;516000;2020-02-09;2020-02-16;2020-02-16
12138;22;8462;88485;375000;0;375000;2019-10-28;2019-11-08;2019-11-20
12143;18;8630;94435;1088000;0;1088000;2020-05-03;2020-05-11;2020-05-12
12145;16;5783;18300;195000;0;195000;2020-01-13;NA;NA
12153;15;3072;37836;1980000;0;1980000;2020-02-03;2020-02-15;2020-02-21
12162;58;4289;88582;410000;0;410000;2019-11-02;2019-11-07;2019-11-07
12164;50;3679;62737;1240000;0;1240000;2019-09-09;2019-09-10;2019-09-15
